249957000000	214760	273216000000	226339	779079000000	246282	330834000000	193018	244267000000	188838	404895000000	220638	379003000000	201870	657213000000	230168	379040000000	216569	329676000000	168057	561964000000	248533	824055000000	265351	328126000000	216385	345190000000	187651	275299000000	190730	260450000000	200377	803965000000	259872	1754600000000	239737	550079000000	226713	434809000000	215397	291442000000	208941	367630000000	175181	592087000000	250701	332414000000	208877	416415000000	221192
258027000000	184104	105026000000	122686	174647000000	134355	688823000000	186923	108969000000	137585	126972000000	128974	182479000000	128568	300771000000	169169	135421000000	152257	329676000000	168057	250134000000	175760	309261000000	186239	200703000000	140019	221797000000	162999	196072000000	162629	245810000000	150027	116387000000	136804	63104900000	146389	180780000000	169986	170626000000	139309	210049000000	136521	165956000000	128473	300465000000	181767	146942000000	138357	97842000000	122489
167093000000	161939	105026000000	122686	174647000000	134355	219883000000	143104	108969000000	137585	126972000000	128974	114224000000	117175	217428000000	124651	133259000000	127470	125352000000	152287	123082000000	136865	329755000000	176451	105512000000	108238	87997700000	83666.3	196072000000	162629	292777000000	146691	116387000000	136804	63104900000	146389	120319000000	139230	170626000000	139309	162511000000	120249	136050000000	120758	218648000000	149929	146942000000	138357	97842000000	122489
166064000000	141202	105026000000	122686	174647000000	134355	162806000000	133637	136386000000	135051	126972000000	128974	114224000000	117175	47719900000	110429	133259000000	127470	90357800000	113431	120723000000	130342	115719000000	121736	105512000000	108238	87997700000	83666.3	110914000000	114541	87511800000	118627	165474000000	104872	47895800000	85521.5	82699800000	110354	151074000000	131346	156575000000	118444	136050000000	120758	62427100000	102150	88605000000	96826.5	97842000000	122489
153984000000	128566	82626900000	94026.1	128344000000	122282	210510000000	128477	72870500000	104347	113359000000	118478	149612000000	108278	47719900000	110429	102804000000	104781	81741200000	97218.9	107470000000	116019	115719000000	121736	105512000000	108238	87997700000	83666.3	110914000000	114541	87511800000	118627	165474000000	104872	47895800000	85521.5	82699800000	110354	64820500000	99139.4	84284500000	103184	79244100000	100042	62427100000	102150	88605000000	96826.5	97842000000	122489
98170800000	113953	82626900000	94026.1	128344000000	122282	95268500000	105377	72870500000	104347	42711800000	72582.6	70866900000	100408	33940700000	70827	106639000000	100785	81741200000	97218.9	85745600000	99941.8	101781000000	115617	70914200000	94024.7	48121900000	83247.9	96352900000	109219	96117300000	104993	89103000000	96101.1	47895800000	85521.5	65673400000	90071.9	64820500000	99139.4	61169000000	95238.6	79244100000	100042	62427100000	102150	99485100000	96865.7	97842000000	122489
118002000000	101860	82626900000	94026.1	164728000000	121184	95268500000	105377	58880100000	93937.3	42711800000	72582.6	73696000000	94043.7	33940700000	70827	106639000000	100785	81741200000	97218.9	67545000000	88866.3	87209400000	104663	82097200000	91066.6	48121900000	83247.9	95896800000	96643.9	96117300000	104993	89103000000	96101.1	47895800000	85521.5	65673400000	90071.9	49940800000	84837.9	128622000000	93695.8	57224300000	72491.6	62427100000	102150	99485100000	96865.7	61994600000	72124.4
118002000000	101860	51140900000	83019.1	52762800000	90174.1	115964000000	98563.4	55266700000	93923.8	42711800000	72582.6	73696000000	94043.7	33940700000	70827	69556500000	77948.8	81741200000	97218.9	67545000000	88866.3	55643200000	83399.8	63849400000	74740.7	38918400000	67570.3	95896800000	96643.9	52168400000	74558.9	89103000000	96101.1	47895800000	85521.5	65673400000	90071.9	48105300000	84591.6	38842900000	87318.4	57224300000	72491.6	98880400000	95769.2	89367300000	95249.2	61994600000	72124.4
50781800000	78723	51140900000	83019.1	52762800000	90174.1	62382400000	92325.9	51420900000	79956.1	42711800000	72582.6	38291500000	76837.8	33940700000	70827	27802700000	64423.4	46235100000	80581.1	39929100000	84299.3	55643200000	83399.8	63849400000	74740.7	38918400000	67570.3	61996300000	87123.4	52168400000	74558.9	16577700000	38332.3	22437800000	81515.9	48002000000	75091.2	52353500000	76866.7	38842900000	87318.4	29429000000	55621.2	56790900000	79514.2	54778700000	80590.7	26311100000	66343.1
50781800000	78723	37155600000	68748.5	63044700000	79469.3	43584500000	68791.2	33623700000	59199.6	42711800000	72582.6	38291500000	76837.8	25810400000	55043.2	27802700000	64423.4	46235100000	80581.1	28469000000	64238.6	34785800000	70928.3	63849400000	74740.7	28143700000	65046.2	59019000000	82025.8	27878400000	71055.2	16577700000	38332.3	38216400000	66159.3	48002000000	75091.2	52353500000	76866.7	13995300000	54357	29429000000	55621.2	44094400000	73766.6	43468500000	74965.4	36776000000	58800.4
53438300000	77763.3	37155600000	68748.5	47931700000	73155.9	43584500000	68791.2	33213400000	56047.2	42711800000	72582.6	40732700000	68123.9	25810400000	55043.2	27802700000	64423.4	30208000000	54475.7	11289700000	32729.9	34785800000	70928.3	40035000000	68861.9	28143700000	65046.2	59019000000	82025.8	24845300000	64921.7	16577700000	38332.3	26514200000	57365	48002000000	75091.2	52353500000	76866.7	13995300000	54357	29429000000	55621.2	27762500000	57460.2	36400000000	74302.2	36776000000	58800.4
53438300000	77763.3	20261500000	51117.6	36407000000	72179.1	43584500000	68791.2	33213400000	56047.2	42711800000	72582.6	40732700000	68123.9	6969020000	45339.7	27802700000	64423.4	30208000000	54475.7	11289700000	32729.9	26859600000	66033	40035000000	68861.9	33067900000	62847.4	55266600000	78171	24845300000	64921.7	16577700000	38332.3	26514200000	57365	8183030000	41209.6	33128500000	74243.2	23624300000	46440.5	29429000000	55621.2	27762500000	57460.2	29409400000	54090	36776000000	58800.4
48566200000	61012.7	20261500000	51117.6	40860400000	69427.3	32946400000	62978.7	33213400000	56047.2	51133400000	68477.3	23281500000	56862.4	13262200000	41469.7	26271600000	60395	16056800000	47316.5	11289700000	32729.9	25490000000	49286.4	40035000000	68861.9	33067900000	62847.4	55266600000	78171	26674500000	59857.8	16577700000	38332.3	20226400000	57638.3	8183030000	41209.6	39585000000	64628.4	23624300000	46440.5	29429000000	55621.2	17062000000	50203.2	29409400000	54090	36776000000	58800.4
48566200000	61012.7	20261500000	51117.6	32164000000	62869.8	17699900000	51491.5	33213400000	56047.2	47265800000	63024	23281500000	56862.4	13262200000	41469.7	26271600000	60395	12481900000	44972.7	11289700000	32729.9	25490000000	49286.4	24080900000	59322.3	28615500000	59195.8	56943900000	75545.3	26674500000	59857.8	16577700000	38332.3	17046200000	53618.2	13008700000	40741.3	32479900000	64321.4	23624300000	46440.5	20154400000	54769.1	17709300000	46534.8	29409400000	54090	9358360000	37478
29119700000	56567.2	20261500000	51117.6	25009500000	56281.5	15030900000	41773.7	13577600000	52830.6	13678400000	48268.7	13395300000	43926	13262200000	41469.7	30554300000	53828.3	12481900000	44972.7	11289700000	32729.9	25490000000	49286.4	24080900000	59322.3	23436100000	55017.1	33660600000	58052.2	24736800000	51039.2	16577700000	38332.3	17046200000	53618.2	13008700000	40741.3	10927100000	41936.3	23624300000	46440.5	36986800000	52828.3	17709300000	46534.8	29409400000	54090	9358360000	37478
31970200000	50013.3	18887600000	49197.8	20459000000	52254.2	15030900000	41773.7	13577600000	52830.6	13678400000	48268.7	13395300000	43926	13262200000	41469.7	17443200000	47964.9	8732070000	35186	11289700000	32729.9	25490000000	49286.4	12603900000	53729.3	14343500000	44414.5	20563400000	57439.9	10041800000	36232.1	16577700000	38332.3	26769400000	47312.9	13008700000	40741.3	10927100000	41936.3	15210200000	42356.2	24001700000	49849.4	17709300000	46534.8	29409400000	54090	9358360000	37478
